content,date,location_name,user_name
"The Corliss Group  Travel Agency: 41 Years Strong With so many new travelers visiting us, you may wonder who is The Corliss Group, and what do they do for the travel world? ",21-Oct-13,Central Park,Alexander Waggoner
"Today, I was under Central Park for the completion of Water  No. 3, one of the largest infrastructure projects in NYC history: http://bit.ly/15IF4kL",16-Oct-13,Central Park,Mike Bloomberg
The Corliss Group  Travel Agency on Air travel tips ,12-Oct-13,Central Park,Alexander Waggoner
You'll love every inch of it.,12-Oct-13,Central Park,Gabby Ferrer
"GM, Josh, and Office Manager, Milena agree that Central Park is their favorite spot in NYC.",9-Oct-13,Central Park,Uber NYC
Always a nice place to spend some time.,9-Oct-13,Central Park,Julien G.
Walking alone!!,7-Oct-13,Central Park,Sorasak Kidsaweang
"Iran de Espirito Santo's , ,  with the idea of play and building blocks. On display at the Doris C. Freedman  until February 16, 2014.",3-Oct-13,Central Park,NYC Parks
September is the perfect month to explore Central Park. Weather is still nice and crowds have decreased.,29-Sep-13,Central Park,MC Photo & Travel
"Beautiful green space, trees, wide walking areas -- a beautiful respite in the concrete jungle of NYC.",29-Sep-13,Central Park,Enid Atwater
Always something happening here,13-Sep-13,Central Park,Fred Massaro
My favorite area is the Great Lawn. Get a little further uptown from all of the  to really enjoy the .,12-Sep-13,Central Park,Dave Dawson
Jackie O reservoir is 1.5 miles around the loop so keep those knees up!,11-Sep-13,Central Park,Sparkles
!,10-Sep-13,Central Park,Karine Aguiar
"If you'd like to  all the  , at the same time get informations, you had better to take a   with a guide and enjoy your time 😊",7-Sep-13,Central Park,Selin S.
Your dog can be walked off-leash after 9pm and before 9am.,7-Sep-13,Central Park,Jai Lee
I don't know that this place really needs a tip. But avoid walking the perimeter so that you aren't bothered by the annoying  trap crap.,4-Sep-13,Central Park,Katrina Peralta
Make sure to visit the  and for the lil ones the amusement ,3-Sep-13,Central Park,Daniel Marmol
The Green Lung of the city; one of the most visited city  in the world; designed by Frederick Law Olmsted and Calvert Vaux.,27-Aug-13,Central Park,Jacob Shemkovitz
"Check out Belverde  and the French , these are the two places that I would really recommend visiting in Central Park.",23-Aug-13,Central Park,Dante Schulz
"Ultimate  in Sheep's Meadow! For times check 'Sheep's Meadow Ultimate' on Facebook, or just brad a disc and c'mon out!",22-Aug-13,Central Park,Dejen Tesfa
 of Human Culture resides here. . Sit down on a  and observe.,16-Aug-13,Central Park,Brandon F.
"You might not realize how big this  is. It's 2.5 miles long and .5 miles wide, and they pack a lot into that area. If you want to hit certain things, make sure you know where in the  they are.",14-Aug-13,Central Park,Social News Network
Photo of one of my regular walks Right under the 65th St. crosstown underpass near the children's ,12-Aug-13,Central Park,Val Wolloch
Listen to some great  and .,11-Aug-13,Central Park,Suzette Mariel
"Jim Caviezel and Michael Emerson shoot several scenes of ""Person of Interest"" here or in Bryant .",10-Aug-13,Central Park,Gianluca DM
't Zuidpark but larger,9-Aug-13,Central Park,Kristof Rgst
Soooo nice!,8-Aug-13,Central Park,Jan Hoffmann
It was so packed me and my friend had to sit outside-go there as early as you can. Either way you'll have a good time :-),5-Aug-13,Central Park,P-LO Louis
Check out the John Lennon Memorial.,3-Aug-13,Central Park,Julie Jacob
"Follow SkinnybyTara on Facebook, twitter, and Instagram :)",31-Jul-13,Central Park,SkinnybyTara
When walking keep your right so runners can easy pass by you... Thnx!,27-Jul-13,Central Park,Vinny Mendez
"Give yourself 3-4 hours to explore. Grab a seat on a  , climb a rock or two, and explore. Don't forget your .",24-Jul-13,Central Park,Bum Bum Jones
Over 100 free  at this year's Central Park Summerstage.  to your ears and wallet!,22-Jul-13,Central Park,Kiboo
Running running and running people! I loooove it :) :) notice the horse's sth. ;),19-Jul-13,Central Park,Raphaël O
Sit near the Delacort to see the ,16-Jul-13,Central Park,Denice Martone
"There's now solar powered cell phone chargers you can use to charge your phone so you don't get ""the lack of Interwebz anxiety"" #firstworldproblems",14-Jul-13,Central Park,高手놀리밑�?
Too many people... hard to find a spot to rest on the grass. Smoking is not allowed.,13-Jul-13,Central Park,Juan Carlos Socorro
This is The . Like New York is The City.,8-Jul-13,Central Park,Russell Sinclair
Get  from citibikes. The ones at the  cost more and are duds!,6-Jul-13,Central Park,Rohit S
New York Must!,3-Jul-13,Central Park,Tota Ali
any  will do - ..,3-Jul-13,Central Park,Maia Wailana
Cool place for relaxing!!!!,30-Jun-13,Central Park,REYNALDO CUNHA FILHO
"Walk around the reservoir, grab a  at the Boat House or relax on the Great Lawn. The best people-watching  in the city.",25-Jun-13,Central Park,ToryBurch
Grab some food for a  at whole foods at southwest corner of the ,23-Jun-13,Central Park,Zach West
Walk every year during AIDSWALK New York!   Know Your Status Get Tested! #BCG,16-Jun-13,Central Park,Jorge Alvarez-Washington
"Wander and take in the wilderness. When you’ve tired yourself out, plop down alongside the picturesque Loch (midpark between 102nd and 103rd Sts), a narrow stream dotted with five . ",13-Jun-13,Central Park,Time Out New York
NYC middle school students turned their  tables into  pieces that voice social issues in their communities. See A  from the  Table in  throughout the boroughs until Aug 31. ,10-Jun-13,Central Park,NYC Parks
"Take a  around Central park with a guy called Maccon, he is the best, and absolutely u'll enjoy every second, but don't forget to leave a tip :p",10-Jun-13,Central Park,Mohamed Al-Gowaifly
Great place to be,7-Jun-13,Central Park,Alexander Risten
Great way to start a morning is to briskly walk around the Great Lawn during the off-leash hours of 9pm-9am and meet other  dog owners. Exercise for you and your pup while bonding with nature.,4-Jun-13,Central Park,The Corcoran Group
Good    belo parque  by Brasil,3-Jun-13,Central Park,eric francisco
Any body here lol,3-Jun-13,Central Park,Mohamed Zaky
Don't forget to rent a . The  will take you around the . 2 -3 hours will do. :),28-May-13,Central Park,Michelle L.
Walkin' time :),22-May-13,Central Park,Sebastian
Go for a walk and have a  with your date! https://www.facebook.com/BonfireApp,21-May-13,Central Park,Lauren S
Lovely to do to on a sunny day (maybe after a big  :p),20-May-13,Central Park,B Chu
Its wonderful day here,12-May-13,Central Park,Mohamed Zaky
Love it  i go every day,12-May-13,Central Park,Mohamed Zaky
Don't go to NYC without taking a stroll through Central Park - definitely worth the trip!,12-May-13,Central Park,Mike Rieder
HOT 97 WILL BE AT THE AIDS WALK ON 5/19/2013 ,10-May-13,Central Park,HOT 97 Manager
"Tip: If you sit next to a  girl on a  near the  of Columbus, you might see a blackbird flying among the trees.",10-May-13,Central Park,Aaron
"Pick up some food at the Bouchon  (2nd floor, Time Warner building, Columbus C.) and step into the , sit down and enjoy the sun. If its sunny but not so warm, climb on the rocks, it's warm",5-May-13,Central Park,sv H
"If you're going for a run, bring water or cash to buy some. Water  are few, far between and likely non functioning.",4-May-13,Central Park,Danielle Carrick
Hire a bicycle. You don't need more than half a day...,3-May-13,Central Park,Traveler8373 Trav
New York forever ;),3-May-13,Central Park,Un Geek En Marte
"Huuuge and fucking awesome! ,  ,  playing games,  drinking,  relaxing,  you can do there whatever you can think about. Place that help you survive in the  NYC!",2-May-13,Central Park,Veronica Leroy
Everything from a walk to a horse and carriage  - all possible at Central Park! Enjoy the sights and sounds of the NYC’s  !,1-May-13,Central Park,NYU
Wild colors on  memorial,30-Apr-13,Central Park,Sulee
"The perfect place to walk, relax and have a nice mood. Do love this place and advise every person to visit Central Park in case you are in NYC.",30-Apr-13,Central Park,Xande
Mid April is the most beautiful time!,30-Apr-13,Central Park,Miles Burnett
synchronized pushups,27-Apr-13,Central Park,Juliet Hsu
Bring noise cancelling headphones if you want to take a nap on a nice day.  Annoying  seem to only want to shout their conversations out.,25-Apr-13,Central Park,Dan Haxel
Take your  and your  and spend your afternoon in the lush beauty of the .,24-Apr-13,Central Park,Carissa G
 around the Central Park,22-Apr-13,Central Park,Jane TimBeta
Bask in the glory of nature as contained by man.,22-Apr-13,Central Park,Yash Gupta
Bring a  and watch all the beautiful dogs enjoy their freedom. So many areas to chose from.,22-Apr-13,Central Park,MLL🙋�?
So many  animals and the stories on why they are with their owners are even better.,21-Apr-13,Central Park,Brenda Knight
You're never gotta see the end...!!!,20-Apr-13,Central Park,Angel Del pino
You're never gotta see the end...,20-Apr-13,Central Park,Angel Del pino
Bring a blanket and some  for great  and a fantastic  of the Manhattan skyline,20-Apr-13,Central Park,Catherine
"Only the best place to be in the city! Any time of year, you'll find something to love about it. As a kid growing up, walking across the street to the  was magical :)",19-Apr-13,Central Park,Judy Briskman Arnold
One of New York's best places to walk and run.,16-Apr-13,Central Park,Nabil Dabbagh
"Bombarded with stress in the city? Escape to the  for a nice, refreshing walk!",16-Apr-13,Central Park,Dwayne Kilbourne
"Belvedere , the Conservatory , Bow Bridge, the Ramble, Carousel, Sheep Meadow, Alice in Wonderland  and  are all cool things to see or do (Among others).",15-Apr-13,Central Park,Noelle Quanci
Watch the early morning pups and enjoy the sunrise,14-Apr-13,Central Park,Jacob Lee
A truly breathe taking National .,10-Apr-13,Central Park,Keith Dean
"This is amazing ! Read a , relax, and take long walks with your love. Memories will be endless.",10-Apr-13,Central Park,Keith Dean
try the walking.,8-Apr-13,Central Park,seth lachs
Love jogging here,6-Apr-13,Central Park,Rex Dow
"You don't need tips, you're already here.",6-Apr-13,Central Park,Christian Helwig
"You could spend hours walking through this famous  and still discover more beautiful places!  Don't miss the Conservatory , Belvedere , and the Bethesda .",5-Apr-13,Central Park,a blissful life.
Watch out for demon squirrels,4-Apr-13,Central Park,Faadil Abdool
"Be careful when entering  here bc of cyclists, runners and dogs with walkers. Not everyone pays attention.",3-Apr-13,Central Park,elgin
"Great place to run, walk or  to feel a little nature in the concrete jungle of NYC.",2-Apr-13,Central Park,Christoffer Bølum
"Just take a walk, it's beautiful any time of year. But if you're there during the winter go  at Trump rink,  and a great price.",31-Mar-13,Central Park,Social News Network
Who is still here in the ?,30-Mar-13,Central Park,Mohamed Zaky
"See Central Park on the cover of the April 1, 2013 issue of The New Yorker, plus a slideshow of  covers from the 1920s: ",28-Mar-13,Central Park,The New Yorker
Great place to get away from the city without having to actually leave it.,26-Mar-13,Central Park,Josue Garcia
"Did you know? To create that feeling of being in the countryside, and not in the middle of a city, the four Transverse Roads were sunken down eight feet below the park’s surface.",25-Mar-13,Central Park,City of New York
Lovely here in April,15-Mar-13,Central Park,高手놀리밑�?
"Thomas Schütte’s United Enemies are mythical characters who seem to stagger. Struggling to be rid of its mate, each figure is nevertheless incapable of standing alone. See it through August 25, 2013. ",6-Mar-13,Central Park,NYC Parks
Beautiful !,2-Mar-13,Central Park,Artjom Troitski
Take a Carriage Ride. Best time = around  and at night.,2-Mar-13,Central Park,Jennifer
If you're from Penn State find the brown haired girl in the purple  for a quality WE ARE chant,2-Mar-13,Central Park,Kim Schmid
There's no more magical and mystical place on a  than Central Park.  We love strolling through The  and around Bethesda .,1-Mar-13,Central Park,The Corcoran Group
Essential NYC!,17-Feb-13,Central Park,Manuel Villar
"Walk in the middle and city life is worlds away. , Trees, birds, squirrels, and we didn't even get to the . A race around the  is great but not recommended at night. The perfect escape.",16-Feb-13,Central Park,Harlem Ambassador
Winter  2013 in Central Park,27-Jan-13,Central Park,Angel Hana A.
NYC  Department and the Olympic Regional Development Authority sponsored today's Winter  which transformed Central Park into a manmade snow covered winter   for people and their ,27-Jan-13,Central Park,Angel Hana A.
Find shapes that are squares and do creative things with them.,24-Jan-13,Central Park,Jacob Ford
Winter time is a best choice....,18-Jan-13,Central Park,Leticia Valente
This place is huge! Have a map with you when you come visit!,13-Jan-13,Central Park,Luiza Davison
A must see if you are in and around NYC! So much to do... so many acres of great outdoors! Go for a run or just relax and enjoy the !,11-Jan-13,Central Park,Cellucor
a good  and be with the trees,3-Jan-13,Central Park,Prix Banzon
I love this place ... : A  Zone,3-Jan-13,Central Park,Prix Banzon
Awesome NYE !!!,1-Jan-13,Central Park,Lisa L
Great place to hang with friends,28-Dec-12,Central Park,Genese
"In order to decide who would design the , the Central Park Commission held the country’s first landscape design contest. The ‘Greensward Plan,�?by Frederick Law Olmsted and Calvert Vaux won.",26-Dec-12,Central Park,City of New York
"Did you know? The  got its initial start in 1853, but the Central Park was not officially opened until the winter of 1859.",26-Dec-12,Central Park,City of New York
Essential NYU: Try taking a date here. The  and Bethesda  are especially effective.,19-Dec-12,Central Park,HashtagNYU
"One of the hidden wonders of Central Park is the Conservatory  at Fifth Avenue and 105th St. A secluded oasis, just a few steps down from one of the City’s busiest thoroughfares.",11-Dec-12,Central Park,Daniele Bertoni
"Don't underestimate the size of this place, it's huge. You could easily set aside a full day if not more. But make sure you visit the Trump Rink to watch the .",28-Nov-12,Central Park,Paul Burns
Truthfully one of the most beautiful places on the planet. It's awesome how its surrounding by the city and .,18-Nov-12,Central Park,Christian McIlwain
One of the rare places in NYC that you can enjoy running and  at the same time,7-Nov-12,Central Park,Aykut Akbulut
Love the fresh scent of nature? Your hair will smell amazing with Nature's Rescue sea spray as your  date nuzzles your ear.,6-Nov-12,Central Park,Angel Hana A.
Keep an eye out for the Central Perk . NYers try to keep it a secret from  but it's located in the Alice In Wonderland  through the  hole.,5-Nov-12,Central Park,Nathan
Check out  - the memorial dedicated to John Lennon.,15-Oct-12,Central Park,H I
Sit on a  and think about the dedication .,10-Oct-12,Central Park,lora L
It's nice to squeeze in some nature when you're flying through the big city.,9-Oct-12,Central Park,Asher Monroe
Got lost in the  while looking for the entrace to the .,6-Oct-12,Central Park,Hanne L.
"For all the runners out there, working out on cold, hard pavement will quicken your turnover and effectively improve your form. ",4-Oct-12,Central Park,Sony
Stay away from Elmo!,4-Oct-12,Central Park,Chris McBride
"One of the most famous  in the world, you can go for a jog to start off your day or an afternoon stroll between meetings. Just don't forget to bring  .",2-Oct-12,Central Park,National Car Rental
Have pleasant evening walk on this lush green  in the heart of Manhattan.,26-Sep-12,Central Park,Now Holidays
oooo.... sempoiii2,18-Sep-12,Central Park,Syafiq Fadzli
You'll never find a more wretched hive of scum and villainy,16-Sep-12,Central Park,Tom Brander
There are acorns dropping off of trees every 5 seconds. Don't look up.,11-Sep-12,Central Park,Corie Kupferberg
Take advantage of what's left of the nice weather and do a few laps around the reservoir!,7-Sep-12,Central Park,F-Factor Nutrition
"Enjoy then  in style, then shop Fashion's Night Out! Head over to our store on 731 Lex Ave & (s)hop a  around town! Enjoy 30% off your favorite item from 6pm - 11pm & other surprises!",6-Sep-12,Central Park,H&M
I will never forget going to Central Park for the first time in the winter! It's beautiful at night. ,5-Sep-12,Central Park,DoYouRemember?
Obey all traffic laws.,1-Sep-12,Central Park,Mike Smith
"Head over to our New York store (Broadway & Broome), check-in and tweet #FoursquareNY for your chance to win a $250  Appointment!",31-Aug-12,Central Park,TOPMAN
waoooowwww indah sekali,29-Aug-12,Central Park,Rafika Octavia
NYC's .,28-Aug-12,Central Park,Francesca T.
What a nice ..,26-Aug-12,Central Park,�?КΛЯŁ ΞƒĐΖΛП�?| KЯB �?~ TRG.dʒampə ~
Skip the carriage rides - it's a ripoff.,25-Aug-12,Central Park,NYCLASS
"Watch a  on the lawn, but be sure to get there an hour early for good seats!",24-Aug-12,Central Park,Mark Durney
It's really awesome!,23-Aug-12,Central Park,Roberto Panichelli
", , row, or simply stroll through Central Park for serenity in the heart of the city. The  is so big and offers so many activities, you’ll never have to walk the same path twice!",20-Aug-12,Central Park,Affinia Hotel Collection
G gak ngerti,15-Aug-12,Central Park,Vanessa Agatha
"If you're in a big city like NYC, there's no more convenient way to commune with nature than your . Central Park is so big, you can almost forget you're in the city. Check out the Rambles!",14-Aug-12,Central Park,Joyful Heart Foundation
"Rowboats and nine-foot ocean , $12 for first hour plus $3 each additional 15 minutes, are rented out daily at the Loeb Boathouse from 10 a.m. until 5:30 p.m, April to October. ",8-Aug-12,Central Park,MetroFocus
Shakespeare in the  is one of New York City's most cherished summer traditions and tickets are distributed free the day of the show at the park’s Delacorte .,30-Jul-12,Central Park,Travel + Leisure
"This manmade , seemingly a welcome bit of nature against NYC's harsh conditions and strict grid, is actually a masterpiece of . Every detail, down to the smallest rock, was planned.",28-Jul-12,Central Park,Jeffrey Zeldman
how many chinese use this ?my english is not good.......,25-Jul-12,Central Park,�?文辉
Rent a bicycle from official rentals for 2 hours to see the whole .,22-Jul-12,Central Park,Ercan Varol
Central Park is an oasis in the concrete jungle that is The Big Apple.,21-Jul-12,Central Park,Bing
Central Park is an oasis in the concrete jungle that is The Big Apple.,21-Jul-12,Central Park,Bing Manager
First time here LOL!,15-Jul-12,Central Park,Ferr Remy
"If you are fed up with the  streets of NY, this  is made for you. Ideal for chilling.",15-Jul-12,Central Park,Quentin Lafon
"after shopping on Fifth Avenue and eat something, it is a good option to relax!",11-Jul-12,Central Park,Filipe Sá
Whats up People....Whats going on,10-Jul-12,Central Park,Big Boi Tini
If you don't have a brown bag for your tall boy.... Use newspaper!!! ,8-Jul-12,Central Park,Katie Griffin
Gotta love all the .,6-Jul-12,Central Park,Mike Beauchamp
Have you checked out Bow Bridge? It's a must-see.,6-Jul-12,Central Park,Mike Beauchamp
"Catch a pick-up  game south of Shepherd’s Field, or read the latest issue of the New Yorker under a tree on the Great Lawn.",3-Jul-12,Central Park,The Telegraph
Great place to take some photos.,24-Jun-12,Central Park,Gary Perez
"I'am a French  thinking about all runners in the ... Listen to this mix called ""Romeo & Juliet"" to keep the rhythm! :-) ",24-Jun-12,Central Park,DJ ASIO
Grab some time on the lawn across the rink. So .,23-Jun-12,Central Park,Dave Brown
:) mmmmmhhhhhhhhhhh,21-Jun-12,Central Park,Kris Lloyd
"A  distance from  Street is the northern end of Central Park, where you'll find the Harlem Meer and the Lasker Pool & Rink.",15-Jun-12,Central Park,Bank Street College of Education
"Grab a NY Post, a DD  and stick around for some good ! You can see it all even proposals I'm told",14-Jun-12,Central Park,Ken Scheer
"Go on a run, have a , ride a , go to the , eat/row at the boathouse, and dont miss the stunning  and falls on the northern parts of the !",14-Jun-12,Central Park,Natalia Quintero
"Lay down.  Look around you.  Life's pretty great, isn't it?",14-Jun-12,Central Park,Denis Sosnovtsev
Try to walk through the  to get to work at least one day per week. Drastically improves your day.,13-Jun-12,Central Park,Rebecca Cohen
Sit down with a  and take in some of the only plant life in NYC.,9-Jun-12,Central Park,Colleen Elizabeth
"This  is huge so don't forget your . But if you're into walking, then so be it.",8-Jun-12,Central Park,Veronica
"Beautiful and relaxing, huge  plenty to do... try their  me likey",6-Jun-12,Central Park,Jessica C.
"Tons of friction of lives in motion, but plenty of space to find your own spot to read and think.",6-Jun-12,Central Park,Taylor
"Take you time, there's lots to see any time of year. The carriage rides are quite relaxing and usually pretty informative.",30-May-12,Central Park,Matt Redmond
Surprisingly ,29-May-12,Central Park,Victoria Shaul
The  at 59 st entrance are amazing! Great job,28-May-12,Central Park,Wigbar.com Isaac
Belvedere  is stunning!,28-May-12,Central Park,Kanchana Seneviratne
The long loop is 6 miles of pure running bliss.  The many hills caught me by surprise the first time.,28-May-12,Central Park,Kanchana Seneviratne
may everysunrisehold morepromiseand everysunsethold morepeaceblessing,28-May-12,Central Park,Rita Lima
"great food a little bit , go with the double combo. They are small",26-May-12,Central Park,Philli.pe Casorla Sagot
sejenak....,26-May-12,Central Park,Roni Delvitrino
ehmmmm.....,25-May-12,Central Park,Rainhard StRS
Bargaining tip for street vendors: Always claim you have less money with you than the real amount in your wallet. They'll agree to YOUR price if they think anything higher will make you walk away.,24-May-12,Central Park,The Negotiation Institute (TNI)
Great !,18-May-12,Central Park,Minda D
"Go and visit the  session, close to sheep meadow lawn, usually starts after 6. ",16-May-12,Central Park,NCM
"Gosh, I just love this place.",16-May-12,Central Park,Megan
"Lee Siegel, who plays SIMON ZEALOTS in Jesus Christ Superstar, says check out the wonderful ,  work, &  throughout the  especially The  of the Angel ""Bethesda"" ",14-May-12,Central Park,SuperstarBway
Free and a must see if you are visiting NYC. Best part? You can take our  over to NYC! www.nywaterway.com,2-May-12,Central Park,NY Waterway
"Word to : Negotiate the price of a horse-drawn carriage ride, which you'll find lined up along Central Park South (59th St). Hopefully your date will be impressed by your negotiation skills.",1-May-12,Central Park,The Negotiation Institute (TNI)
"Play  in Central Park, go jogging in the morning",22-Apr-12,Central Park,Maria Friedmannova
", of course!",16-Apr-12,Central Park,E's Closet
The grass is always greener,15-Apr-12,Central Park,Greg Neufeld
Rent a  and ride around the city. Online  at bikerentalcentralpark.com are cheaper than in-person rates (apparently).,13-Apr-12,Central Park,H I
"Right at Harlem's  at West 110 St. Everything from jogging, , kiting, swimming, , row boating, , and !",13-Apr-12,Central Park,TheMobileBroker
"Nice Place, my Sweet Memories at Central Park.",11-Apr-12,Central Park,Fitri Bidadari
"As you roam around the  keep your eyes open for the hidden 120-character  on the 's 9,000  and entertain your walk with New York stories of romance, wit and mystery. ",11-Apr-12,Central Park,MetroFocus
"Go and take a nice time. This is so good to run or walk. This  is so beautiful. See the animals at , I recommend!",11-Apr-12,Central Park,Erika Nagamine
Always a great day for a walk,7-Apr-12,Central Park,Andrew Keezer
Find ! It's sweet.,6-Apr-12,Central Park,Jodi Mock Wolfe
Its beautiful out!,4-Apr-12,Central Park,Miss Missy
"“Don’t miss the 's north end. It’s woodsier/more secluded & contains the Conservatory , the Blockhouse, and the free public pool.�?More at http://www.partyearth.com/venues/central-park-ny.",4-Apr-12,Central Park,Party Earth
"Central Park, Manhattan's Lungs ",2-Apr-12,Central Park,TV5MONDE
Welcome to Central Park! It's easy to lose track of time and spend your whole day here. Be sure to head over to  and check out the Imagine .,27-Mar-12,Central Park,ZAPATA! PHOTO
Lie on your back in the middle of the Great Lawn for at least 20 minutes a month :) It's therapeutic.,27-Mar-12,Central Park,Karen Dugan
: Please be mindful of the runners and cyclists. (: Thank you.,22-Mar-12,Central Park,Edrea
"Fav  in the world & I love using it to get from downtown to Harlem, which I live walking distance from quite easily. Guess I'm a walker as opposed to a talker! Haha,",18-Mar-12,Central Park,Javin James
 in Central Park: dope!!,11-Mar-12,Central Park,FX Fuhrmann
Feed a pigeon.,7-Mar-12,Central Park,Dominick Martinez
"Go to Mineral Springs, Tavern on the Green, or the  to connect to free Wi-Fi, courtesy of AT&T.",5-Mar-12,Central Park,NYC Parks
Warning: watch out for crack addicted squirrels.,3-Mar-12,Central Park,Donald Burke
"Did you know? There are more than 260,000 trees in Central Park and 7 bodies of water! We are glad to call NYC home with this wonder.",2-Mar-12,Central Park,Recyclebank
it's a great place,28-Feb-12,Central Park,Mike Wang
Little Central Park  show!:).  http://www.examiner.com/day-trips-in-boston/central-park-picture,28-Feb-12,Central Park,penguin
One of the world's great . Give yourself more than a day to experience it. Don't try to see it all.,23-Feb-12,Central Park,Jeffrey Zeldman
"There is a lot of history, topography, diverse flora, fauna and different activities for everyone to enjoy.",21-Feb-12,Central Park,�?IamRomdelacrème�?
Little Miss Muffet starts a monster-sitting service at the historic Swedish Cottage Marionette  in Central Park! Come experience this exciting reimagination of a classic  rhyme! ,9-Feb-12,Central Park,City Parks Foundation
Did you know that you have to walk 3 miles from Yankee  to Central Park to burn off the calories from one 20oz. ?,8-Feb-12,Central Park,nycHealthy
"When Central Park was first bought in 1853, it was no more than some hay fields, scrub lands, and swamps. Today it is larger than Monaco's principality and welcomes about 35 million visitors annually.",31-Jan-12,Central Park,D'Agostino Supermarkets
"Suntanning and eating out during Summer, walking around and taking pics during Fall, playing snowball fights during winter~",30-Jan-12,Central Park,So' K
"Go! Its a NYC .  Take a stroll, have a , play softball....",29-Jan-12,Central Park,Stephanie
"Central Park is home to a , , , reservoir, boating , , bridle paths, and a carousel. ",27-Jan-12,Central Park,Viator.com
"Anytime of the day, a stop to  is always welcome.",26-Jan-12,Central Park,Mariana Knabben
its cool but they need maps to know where you are in the ,25-Jan-12,Central Park,Joshua Degreiff
"“How nice it is for New York City to have such a great place to walk and relax. We also get to have our own  and special !!! Th...�?�?TripAdvisor user on Jan 8, 2012. Read more reviews at ",24-Jan-12,Central Park,TripAdvisor
"Looking for fun events this summer, like , , and ? Then come to Central Park from June to August for SummerStage, New York’s largest free  festival!  #summerstage",24-Jan-12,Central Park,SummerStage
"Awwww I miss New York, Need a vacay!!!",23-Jan-12,Central Park,Winsome Taylor'd Designs
"This is one of my most favorite places, ever.",21-Jan-12,Central Park,Rebecca R
No  needed. Find Belvedere  & the Carousel with this  map: http://binged.it/zW19Wk,17-Jan-12,Central Park,Bing
"""We shall not cease from exploration/ and the end of all our exploring/ will be to arrive where we started/ and know the place for the first time.""  Four Quartets",14-Jan-12,Central Park,Alexis
"Traveling with your dog? Off-leash hours are before 9am. This is such a treat for all  enthusiasts in the city, and a great experience for your traveling companion. - Erin / Sales Dept.",9-Jan-12,Central Park,New York Hilton Midtown
 demanding free rides here from the Pedicabs will get you a free ride if you try really hard. Strongly encouraged.,7-Jan-12,Central Park,K Money
Go during the fall and look at the amazing foliage change colors!,5-Jan-12,Central Park,GoGo squeeZ
"What doesn't Central Park offer? Whether you are a local or a , this is one place you have to visit often.",4-Jan-12,Central Park,Pace Gallery
Chanukah Warmth On Ice In Central Park ,22-Dec-11,Central Park,Chabad Lubavitch
Visit the . Pay homage at John Lennon memorial. Wander. Do NOT be afraid! (And hit the nearby !),20-Dec-11,Central Park,Glen Gilmore
Look for celebs wearing some athletic gear for a nice run anytime of the year.,16-Dec-11,Central Park,OMGICU
I can be found running races of various distances in this  nearly every Sunday throughout running season. Which never ends.,9-Dec-11,Central Park,Lüc Carl
Find the Pigeon lady's rock from Home Alone!,7-Dec-11,Central Park,Marie G.
Amazing just like in the  just this time you can smell the  and feel the nature :),1-Dec-11,Central Park,Marley Marx
"Central Park is the biggest  in Manhattan, but not the biggest in NY. It only comes in 5th behind Pelham Bay & Van Cortlandt , Greenbelt, & Flushing Meadows-Corona .",28-Nov-11,Central Park,Scoutmob
Clear your mind in this lovely .,27-Nov-11,Central Park,Rodrigo Andrade
Soak up some sun in Sheep Meadow. That section of the  has a  you wouldn't believe.,26-Nov-11,Central Park,Lisa Carter
Watch a red-tailed hawk control the squirrel population.,25-Nov-11,Central Park,MuseumNerd
Enjoy classic New York with a stroll through Central Park.,21-Nov-11,Central Park,Barneys New York
The most beautiful  in the world. Enough said.,16-Nov-11,Central Park,JAM Events New York
"Go  around the Central Park loop, or checkout  or The Reservoir, its amazing during . You can visit the Central Park  or just sit and enjoy the scenes around the .",15-Nov-11,Central Park,Ianiverse
Join community volunteers every other Saturday morning to help maintain the 843 acres of nature in the middle of the city. Email volunteer@centralparknyc.org to learn more.,14-Nov-11,Central Park,Green is Universal
Get lost. It's a magical place.,13-Nov-11,Central Park,Darius De La Cruz
"Of you ride the horse carriage around the , be the first horse ;)",12-Nov-11,Central Park,Alan Martin
"According to  Director Louis Langrée, nighttime is the best time to enjoy the wonders of Central Park.  Add this to your to-do list if you dare and learn more about Langrée on MetroFocus. ",9-Nov-11,Central Park,MetroFocus
Absolutely gorgeous <3,8-Nov-11,Central Park,🍹🌺🐨 Brandy
"Duff McKagan: Seems like a “no shit�?suggestion, but in truth, there’s just nowhere else like Central Park—and it has yet to become less beautiful. Best place to . http://bit.ly/phhnN0",8-Nov-11,Central Park,Simon & Schuster Manager
Love the fresh scent of nature? Your hair will smell amazing with Nature's Rescue sea spray as your  date nuzzles your ear.,7-Nov-11,Central Park,Redken
Check out Central Park's website for their free  of The Ramble and other spots of interest.,6-Nov-11,Central Park,Barbara Gorman
After hours  (10:00-11:00),5-Nov-11,Central Park,Chet Krayewski
PHOTO: The New York City Marathon finishes at Tavern on the Green in Central Park.  classic photos of the marathon's history at the link! ,4-Nov-11,Central Park,The New York Daily News
Need we say more!,4-Nov-11,Central Park,Bettina Equities Rental Office
 time on a perfect sunny day !,3-Nov-11,Central Park,Joe Dominguez
You need a whole day if you want to walk and take pictures of the .,3-Nov-11,Central Park,Khaled
Great after hours  (between 10-11pm).  dogs only.,3-Nov-11,Central Park,Chet Krayewski
"Snow still visible, branches blocking some paths, but a beautiful crisp morning!",2-Nov-11,Central Park,Keiko Oda
